produto;regiao;ano;semana;preco
Palmer - produtor;Vale do Sao Francisco;2013;43;1.46
Palmer - produtor;Vale do Sao Francisco;2013;44;0.96
Palmer - produtor;Vale do Sao Francisco;2013;45;0.86
Palmer - produtor;Vale do Sao Francisco;2013;46;0.95
Palmer - produtor;Vale do Sao Francisco;2013;47;0.75
Palmer - produtor;Vale do Sao Francisco;2013;48;0.9
Palmer - produtor;Vale do Sao Francisco;2013;49;0.77
Palmer - produtor;Vale do Sao Francisco;2013;50;0.77
Palmer - produtor;Vale do Sao Francisco;2013;51;0.9
Palmer - produtor;Vale do Sao Francisco;2013;52;1
Palmer - produtor;Vale do Sao Francisco;2014;1;0.97
Palmer - produtor;Vale do Sao Francisco;2014;2;0.93
Palmer - produtor;Vale do Sao Francisco;2014;3;1.57
Palmer - produtor;Vale do Sao Francisco;2014;4;1.23
Palmer - produtor;Vale do Sao Francisco;2014;5;0.85
Palmer - produtor;Vale do Sao Francisco;2014;6;0.98
Palmer - produtor;Vale do Sao Francisco;2014;7;1.1
Palmer - produtor;Vale do Sao Francisco;2014;8;1.25
Palmer - produtor;Vale do Sao Francisco;2014;9;1.4
Palmer - produtor;Vale do Sao Francisco;2014;10;1.4
Palmer - produtor;Vale do Sao Francisco;2014;11;1.63
Palmer - produtor;Vale do Sao Francisco;2014;12;1.8
Palmer - produtor;Vale do Sao Francisco;2014;13;1.65
Palmer - produtor;Vale do Sao Francisco;2014;14;1.99
Palmer - produtor;Vale do Sao Francisco;2014;15;1.98
Palmer - produtor;Vale do Sao Francisco;2014;16;2
Palmer - produtor;Vale do Sao Francisco;2014;17;2.37
Palmer - produtor;Vale do Sao Francisco;2014;18;2.07
Palmer - produtor;Vale do Sao Francisco;2014;19;1.7
Palmer - produtor;Vale do Sao Francisco;2014;20;1.52
Palmer - produtor;Vale do Sao Francisco;2014;21;1.33
Palmer - produtor;Vale do Sao Francisco;2014;22;0.97
Palmer - produtor;Vale do Sao Francisco;2014;23;1.2
Palmer - produtor;Vale do Sao Francisco;2014;24;1
Palmer - produtor;Vale do Sao Francisco;2014;25;0.9
Palmer - produtor;Vale do Sao Francisco;2014;26;0.9
Palmer - produtor;Vale do Sao Francisco;2014;27;0.73
Palmer - produtor;Vale do Sao Francisco;2014;28;1
Palmer - produtor;Vale do Sao Francisco;2014;29;0.98
Palmer - produtor;Vale do Sao Francisco;2014;30;0.84
Palmer - produtor;Vale do Sao Francisco;2014;31;0.85
Palmer - produtor;Vale do Sao Francisco;2014;32;0.95
Palmer - produtor;Vale do Sao Francisco;2014;33;1.07
Palmer - produtor;Vale do Sao Francisco;2014;34;1.63
Palmer - produtor;Vale do Sao Francisco;2014;35;1.3
Palmer - produtor;Vale do Sao Francisco;2014;36;1.68
Palmer - produtor;Vale do Sao Francisco;2014;37;1.8
Palmer - produtor;Vale do Sao Francisco;2014;38;1.75
Palmer - produtor;Vale do Sao Francisco;2014;39;1.9
Palmer - produtor;Vale do Sao Francisco;2014;40;1.53
Palmer - produtor;Vale do Sao Francisco;2014;41;1.15
Palmer - produtor;Vale do Sao Francisco;2014;42;1.5
Palmer - produtor;Vale do Sao Francisco;2014;43;1.45
Palmer - produtor;Vale do Sao Francisco;2014;44;1
Palmer - produtor;Vale do Sao Francisco;2014;45;1.3
Palmer - produtor;Vale do Sao Francisco;2014;46;1
Palmer - produtor;Vale do Sao Francisco;2014;47;1.45
Palmer - produtor;Vale do Sao Francisco;2014;48;0.9
Palmer - produtor;Vale do Sao Francisco;2014;49;0.85
Palmer - produtor;Vale do Sao Francisco;2014;50;0.9
Palmer - produtor;Vale do Sao Francisco;2014;51;0.75
Palmer - produtor;Vale do Sao Francisco;2014;52;0.73
Palmer - produtor;Vale do Sao Francisco;2015;1;0.70
Palmer - produtor;Vale do Sao Francisco;2015;2;0.70
Palmer - produtor;Vale do Sao Francisco;2015;3;0.70
Palmer - produtor;Vale do Sao Francisco;2015;4;1.00
Palmer - produtor;Vale do Sao Francisco;2015;5;1.00
Palmer - produtor;Vale do Sao Francisco;2015;6;1.00
Palmer - produtor;Vale do Sao Francisco;2015;7;0.95
Palmer - produtor;Vale do Sao Francisco;2015;8;1.20
Palmer - produtor;Vale do Sao Francisco;2015;9;1.03
Palmer - produtor;Vale do Sao Francisco;2015;10;1.20
Palmer - produtor;Vale do Sao Francisco;2015;11;1.27
Palmer - produtor;Vale do Sao Francisco;2015;12;1.40
Palmer - produtor;Vale do Sao Francisco;2015;13;1.60
Palmer - produtor;Vale do Sao Francisco;2015;14;1.77
Palmer - produtor;Vale do Sao Francisco;2015;15;1.73
Palmer - produtor;Vale do Sao Francisco;2015;16;1.80
Palmer - produtor;Vale do Sao Francisco;2015;17;1.64
Palmer - produtor;Vale do Sao Francisco;2015;18;1.60
Palmer - produtor;Vale do Sao Francisco;2015;19;1.63
Palmer - produtor;Vale do Sao Francisco;2015;20;1.50
Palmer - produtor;Vale do Sao Francisco;2015;21;1.40
Palmer - produtor;Vale do Sao Francisco;2015;22;1.27
Palmer - produtor;Vale do Sao Francisco;2015;23;0.90
Palmer - produtor;Vale do Sao Francisco;2015;24;0.98
Palmer - produtor;Vale do Sao Francisco;2015;25;1.00
Palmer - produtor;Vale do Sao Francisco;2015;26;1.40
Palmer - produtor;Vale do Sao Francisco;2015;27;1.42
Palmer - produtor;Vale do Sao Francisco;2015;28;1.45
Palmer - produtor;Vale do Sao Francisco;2015;29;1.90
Palmer - produtor;Vale do Sao Francisco;2015;30;1.83
Palmer - produtor;Vale do Sao Francisco;2015;31;2.00
Palmer - produtor;Vale do Sao Francisco;2015;32;2.05
Palmer - produtor;Vale do Sao Francisco;2015;33;2.17
Palmer - produtor;Vale do Sao Francisco;2015;34;1.87
Palmer - produtor;Vale do Sao Francisco;2015;35;1.90
Palmer - produtor;Vale do Sao Francisco;2015;36;2.18
Palmer - produtor;Vale do Sao Francisco;2015;37;2.00
Palmer - produtor;Vale do Sao Francisco;2015;38;2.05
Palmer - produtor;Vale do Sao Francisco;2015;39;2.00
Palmer - produtor;Vale do Sao Francisco;2015;40;2.00
Palmer - produtor;Vale do Sao Francisco;2015;41;2.07
Palmer - produtor;Vale do Sao Francisco;2015;42;1.90
Palmer - produtor;Vale do Sao Francisco;2015;43;1.72
Palmer - produtor;Vale do Sao Francisco;2015;44;1.80
Palmer - produtor;Vale do Sao Francisco;2015;45;1.90
Palmer - produtor;Vale do Sao Francisco;2015;46;2.00
Palmer - produtor;Vale do Sao Francisco;2015;47;1.80
Palmer - produtor;Vale do Sao Francisco;2015;48;1.10
Palmer - produtor;Vale do Sao Francisco;2015;49;1.75
Palmer - produtor;Vale do Sao Francisco;2015;50;2.00
Palmer - produtor;Vale do Sao Francisco;2015;51;1.95
Palmer - produtor;Vale do Sao Francisco;2015;52;1.93
Palmer - produtor;Vale do Sao Francisco;2016;1;1.93
Palmer - produtor;Vale do Sao Francisco;2016;2;1.82
Palmer - produtor;Vale do Sao Francisco;2016;3;2.20
Palmer - produtor;Vale do Sao Francisco;2016;4;2.45
Palmer - produtor;Vale do Sao Francisco;2016;5;2.50
Palmer - produtor;Vale do Sao Francisco;2016;6;1.97
Palmer - produtor;Vale do Sao Francisco;2016;7;2.02
Palmer - produtor;Vale do Sao Francisco;2016;8;2.50
Palmer - produtor;Vale do Sao Francisco;2016;9;2.76
Palmer - produtor;Vale do Sao Francisco;2016;10;2.85
Palmer - produtor;Vale do Sao Francisco;2016;11;2.60
Palmer - produtor;Vale do Sao Francisco;2016;12;2.90
Palmer - produtor;Vale do Sao Francisco;2016;13;2.95
Palmer - produtor;Vale do Sao Francisco;2016;14;2.83
Palmer - produtor;Vale do Sao Francisco;2016;15;3.06
Palmer - produtor;Vale do Sao Francisco;2016;16;3.10
Palmer - produtor;Vale do Sao Francisco;2016;17;3.25
Palmer - produtor;Vale do Sao Francisco;2016;18;3.72
Palmer - produtor;Vale do Sao Francisco;2016;19;4.24
Palmer - produtor;Vale do Sao Francisco;2016;20;4.28
Palmer - produtor;Vale do Sao Francisco;2016;21;4.22
Palmer - produtor;Vale do Sao Francisco;2016;22;4.13
Palmer - produtor;Vale do Sao Francisco;2016;23;3.33
Palmer - produtor;Vale do Sao Francisco;2016;24;3.11
Palmer - produtor;Vale do Sao Francisco;2016;25;2.48
Palmer - produtor;Vale do Sao Francisco;2016;26;1.99
Palmer - produtor;Vale do Sao Francisco;2016;27;2.05
Palmer - produtor;Vale do Sao Francisco;2016;28;1.84
Palmer - produtor;Vale do Sao Francisco;2016;29;1.66
Palmer - produtor;Vale do Sao Francisco;2016;30;1.49
Palmer - produtor;Vale do Sao Francisco;2016;31;1.21
Palmer - produtor;Vale do Sao Francisco;2016;32;1.06
Palmer - produtor;Vale do Sao Francisco;2016;33;1.21
Palmer - produtor;Vale do Sao Francisco;2016;34;1.14
Palmer - produtor;Vale do Sao Francisco;2016;35;1.18
Palmer - produtor;Vale do Sao Francisco;2016;36;1.47
Palmer - produtor;Vale do Sao Francisco;2016;37;1.50
Palmer - produtor;Vale do Sao Francisco;2016;38;1.50
Palmer - produtor;Vale do Sao Francisco;2016;39;1.62
Palmer - produtor;Vale do Sao Francisco;2016;40;1.71
Palmer - produtor;Vale do Sao Francisco;2016;41;1.92
Palmer - produtor;Vale do Sao Francisco;2016;42;1.73
Palmer - produtor;Vale do Sao Francisco;2016;43;1.32
Palmer - produtor;Vale do Sao Francisco;2016;44;0.89
Palmer - produtor;Vale do Sao Francisco;2016;45;1.10
Palmer - produtor;Vale do Sao Francisco;2016;46;1.10
Palmer - produtor;Vale do Sao Francisco;2016;47;0.90
Palmer - produtor;Vale do Sao Francisco;2016;48;0.66
Palmer - produtor;Vale do Sao Francisco;2016;49;0.70
Palmer - produtor;Vale do Sao Francisco;2016;50;0.74
Palmer - produtor;Vale do Sao Francisco;2016;51;1.07
Palmer - produtor;Vale do Sao Francisco;2016;52;1.14
Palmer - produtor;Vale do Sao Francisco;2017;1;1.17
Palmer - produtor;Vale do Sao Francisco;2017;2;1.20
Palmer - produtor;Vale do Sao Francisco;2017;3;1.20
Palmer - produtor;Vale do Sao Francisco;2017;4;1.20
Palmer - produtor;Vale do Sao Francisco;2017;5;1.20
Palmer - produtor;Vale do Sao Francisco;2017;6;1.43
Palmer - produtor;Vale do Sao Francisco;2017;7;1.50
Palmer - produtor;Vale do Sao Francisco;2017;8;1.50
Palmer - produtor;Vale do Sao Francisco;2017;9;1.59
Palmer - produtor;Vale do Sao Francisco;2017;10;1.50
Palmer - produtor;Vale do Sao Francisco;2017;11;1.81
Palmer - produtor;Vale do Sao Francisco;2017;12;1.83
Palmer - produtor;Vale do Sao Francisco;2017;13;1.94
Palmer - produtor;Vale do Sao Francisco;2017;14;2.05
Palmer - produtor;Vale do Sao Francisco;2017;15;2.00
Palmer - produtor;Vale do Sao Francisco;2017;16;2.60
Palmer - produtor;Vale do Sao Francisco;2017;17;2.22
Palmer - produtor;Vale do Sao Francisco;2017;18;2.00
Palmer - produtor;Vale do Sao Francisco;2017;19;1.97
Palmer - produtor;Vale do Sao Francisco;2017;20;2.02
Palmer - produtor;Vale do Sao Francisco;2017;21;2.08
Palmer - produtor;Vale do Sao Francisco;2017;22;2.14
Palmer - produtor;Vale do Sao Francisco;2017;23;2.16
Palmer - produtor;Vale do Sao Francisco;2017;24;1.88
Palmer - produtor;Vale do Sao Francisco;2017;25;2.00
Palmer - produtor;Vale do Sao Francisco;2017;26;2.23
Palmer - produtor;Vale do Sao Francisco;2017;27;2.30
Palmer - produtor;Vale do Sao Francisco;2017;28;2.26
Palmer - produtor;Vale do Sao Francisco;2017;29;2.41
Palmer - produtor;Vale do Sao Francisco;2017;30;2.47
Palmer - produtor;Vale do Sao Francisco;2017;31;2.28
Palmer - produtor;Vale do Sao Francisco;2017;32;2.20
Palmer - produtor;Vale do Sao Francisco;2017;33;2.14
Palmer - produtor;Vale do Sao Francisco;2017;34;2.01
Palmer - produtor;Vale do Sao Francisco;2017;35;2.03
Palmer - produtor;Vale do Sao Francisco;2017;36;2.00
Palmer - produtor;Vale do Sao Francisco;2017;37;1.90
Palmer - produtor;Vale do Sao Francisco;2017;38;1.61
Palmer - produtor;Vale do Sao Francisco;2017;39;1.39
Palmer - produtor;Vale do Sao Francisco;2017;40;1.27
Palmer - produtor;Vale do Sao Francisco;2017;41;1.29
Palmer - produtor;Vale do Sao Francisco;2017;42;1.16
Palmer - produtor;Vale do Sao Francisco;2017;43;1.25
Palmer - produtor;Vale do Sao Francisco;2017;44;1.24
Palmer - produtor;Vale do Sao Francisco;2017;45;1.13
Palmer - produtor;Vale do Sao Francisco;2017;46;1.03
Palmer - produtor;Vale do Sao Francisco;2017;47;1.05
Palmer - produtor;Vale do Sao Francisco;2017;48;0.95
Palmer - produtor;Vale do Sao Francisco;2017;49;1.04
Palmer - produtor;Vale do Sao Francisco;2017;50;1.13
Palmer - produtor;Vale do Sao Francisco;2017;51;0.98
Palmer - produtor;Vale do Sao Francisco;2017;52;1.33
Palmer - produtor;Vale do Sao Francisco;2018;1;1.68
Palmer - produtor;Vale do Sao Francisco;2018;2;1.49
Palmer - produtor;Vale do Sao Francisco;2018;3;1.30
Palmer - produtor;Vale do Sao Francisco;2018;4;1.10
Palmer - produtor;Vale do Sao Francisco;2018;5;0.94
Palmer - produtor;Vale do Sao Francisco;2018;6;1.07
Palmer - produtor;Vale do Sao Francisco;2018;7;1.20
Palmer - produtor;Vale do Sao Francisco;2018;8;1.25
Palmer - produtor;Vale do Sao Francisco;2018;9;1.04
Palmer - produtor;Vale do Sao Francisco;2018;10;1.04
Palmer - produtor;Vale do Sao Francisco;2018;11;1.03
Palmer - produtor;Vale do Sao Francisco;2018;12;1.21
Palmer - produtor;Vale do Sao Francisco;2018;13;1.38
Palmer - produtor;Vale do Sao Francisco;2018;14;1.56
Palmer - produtor;Vale do Sao Francisco;2018;15;1.67
Palmer - produtor;Vale do Sao Francisco;2018;16;1.69
Palmer - produtor;Vale do Sao Francisco;2018;17;1.27
Palmer - produtor;Vale do Sao Francisco;2018;18;0.98
Palmer - produtor;Vale do Sao Francisco;2018;19;1.00
Palmer - produtor;Vale do Sao Francisco;2018;20;1.09
Palmer - produtor;Vale do Sao Francisco;2018;21;1.08
Palmer - produtor;Vale do Sao Francisco;2018;22;1.07
Palmer - produtor;Vale do Sao Francisco;2018;23;1.06
Palmer - produtor;Vale do Sao Francisco;2018;24;1.21
Palmer - produtor;Vale do Sao Francisco;2018;25;1.38
Palmer - produtor;Vale do Sao Francisco;2018;26;1.21
Palmer - produtor;Vale do Sao Francisco;2018;27;1.68
Palmer - produtor;Vale do Sao Francisco;2018;28;1.61
Palmer - produtor;Vale do Sao Francisco;2018;29;1.95
Palmer - produtor;Vale do Sao Francisco;2018;30;1.77
Palmer - produtor;Vale do Sao Francisco;2018;31;1.72
Palmer - produtor;Vale do Sao Francisco;2018;32;1.82
Palmer - produtor;Vale do Sao Francisco;2018;33;1.79
Palmer - produtor;Vale do Sao Francisco;2018;34;1.73
Palmer - produtor;Vale do Sao Francisco;2018;35;1.74
Palmer - produtor;Vale do Sao Francisco;2018;36;1.52
Palmer - produtor;Vale do Sao Francisco;2018;37;1.37
Palmer - produtor;Vale do Sao Francisco;2018;38;1.09
Palmer - produtor;Vale do Sao Francisco;2018;39;1.06
Palmer - produtor;Vale do Sao Francisco;2018;40;1.12
Palmer - produtor;Vale do Sao Francisco;2018;41;1.04
Palmer - produtor;Vale do Sao Francisco;2018;42;1.03
Palmer - produtor;Vale do Sao Francisco;2018;43;0.92
Palmer - produtor;Vale do Sao Francisco;2018;44;0.83
Palmer - produtor;Vale do Sao Francisco;2018;45;0.82
Palmer - produtor;Vale do Sao Francisco;2018;46;0.85
Palmer - produtor;Vale do Sao Francisco;2018;47;0.94
Palmer - produtor;Vale do Sao Francisco;2018;48;1.00
Palmer - produtor;Vale do Sao Francisco;2018;49;0.72
Palmer - produtor;Vale do Sao Francisco;2018;50;0.95
Palmer - produtor;Vale do Sao Francisco;2018;51;1.20
Palmer - produtor;Vale do Sao Francisco;2018;52;1.57
Palmer - produtor;Vale do Sao Francisco;2019;1;1.75
Palmer - produtor;Vale do Sao Francisco;2019;2;1.93
Palmer - produtor;Vale do Sao Francisco;2019;3;1.85
Palmer - produtor;Vale do Sao Francisco;2019;4;1.67
Palmer - produtor;Vale do Sao Francisco;2019;5;2.00
Palmer - produtor;Vale do Sao Francisco;2019;6;2.25
Palmer - produtor;Vale do Sao Francisco;2019;7;2.25
Palmer - produtor;Vale do Sao Francisco;2019;8;2.44
Palmer - produtor;Vale do Sao Francisco;2019;9;2.60
Palmer - produtor;Vale do Sao Francisco;2019;10;2.60
Palmer - produtor;Vale do Sao Francisco;2019;11;2.70
Palmer - produtor;Vale do Sao Francisco;2019;12;2.90
Palmer - produtor;Vale do Sao Francisco;2019;13;3.00
Palmer - produtor;Vale do Sao Francisco;2019;14;2.82
Palmer - produtor;Vale do Sao Francisco;2019;15;2.65
Palmer - produtor;Vale do Sao Francisco;2019;16;2.73
Palmer - produtor;Vale do Sao Francisco;2019;17;2.31
Palmer - produtor;Vale do Sao Francisco;2019;18;1.39
Palmer - produtor;Vale do Sao Francisco;2019;19;1.25
Palmer - produtor;Vale do Sao Francisco;2019;20;1.04
Palmer - produtor;Vale do Sao Francisco;2019;21;1.07
Palmer - produtor;Vale do Sao Francisco;2019;22;1.05
Palmer - produtor;Vale do Sao Francisco;2019;23;1.14
Palmer - produtor;Vale do Sao Francisco;2019;24;1.34
Palmer - produtor;Vale do Sao Francisco;2019;25;1.13
Palmer - produtor;Vale do Sao Francisco;2019;26;1.29
Palmer - produtor;Vale do Sao Francisco;2019;27;1.80
Palmer - produtor;Vale do Sao Francisco;2019;28;1.93
Palmer - produtor;Vale do Sao Francisco;2019;29;1.82
Palmer - produtor;Vale do Sao Francisco;2019;30;1.97
Palmer - produtor;Vale do Sao Francisco;2019;31;2.00
Palmer - produtor;Vale do Sao Francisco;2019;32;2.13
Palmer - produtor;Vale do Sao Francisco;2019;33;2.03
Palmer - produtor;Vale do Sao Francisco;2019;34;2.01
Palmer - produtor;Vale do Sao Francisco;2019;35;1.77
Palmer - produtor;Vale do Sao Francisco;2019;36;1.49
Palmer - produtor;Vale do Sao Francisco;2019;37;1.27
Palmer - produtor;Vale do Sao Francisco;2019;38;1.07
Palmer - produtor;Vale do Sao Francisco;2019;39;1.03
Palmer - produtor;Vale do Sao Francisco;2019;40;1.10
Palmer - produtor;Vale do Sao Francisco;2019;41;1.09
Palmer - produtor;Vale do Sao Francisco;2019;42;1.20
Palmer - produtor;Vale do Sao Francisco;2019;43;1.14
Palmer - produtor;Vale do Sao Francisco;2019;44;1.19
Palmer - produtor;Vale do Sao Francisco;2019;45;1.18
Palmer - produtor;Vale do Sao Francisco;2019;46;1.11
Palmer - produtor;Vale do Sao Francisco;2019;47;1.31
Palmer - produtor;Vale do Sao Francisco;2019;48;1.26
Palmer - produtor;Vale do Sao Francisco;2019;49;1.22
Palmer - produtor;Vale do Sao Francisco;2019;50;1.35
Palmer - produtor;Vale do Sao Francisco;2019;51;1.50
Palmer - produtor;Vale do Sao Francisco;2019;52;1.56
Palmer - produtor;Vale do Sao Francisco;2020;1;1.58
Palmer - produtor;Vale do Sao Francisco;2020;2;1.61
Palmer - produtor;Vale do Sao Francisco;2020;3;1.26
Palmer - produtor;Vale do Sao Francisco;2020;4;1.33
Palmer - produtor;Vale do Sao Francisco;2020;5;1.41
Palmer - produtor;Vale do Sao Francisco;2020;6;1.38
Palmer - produtor;Vale do Sao Francisco;2020;7;1.20
Palmer - produtor;Vale do Sao Francisco;2020;8;1.52
Palmer - produtor;Vale do Sao Francisco;2020;9;1.40
Palmer - produtor;Vale do Sao Francisco;2020;10;1.36
Palmer - produtor;Vale do Sao Francisco;2020;11;1.34
Palmer - produtor;Vale do Sao Francisco;2020;12;1.14
Palmer - produtor;Vale do Sao Francisco;2020;13;1.06
Palmer - produtor;Vale do Sao Francisco;2020;14;0.89
Palmer - produtor;Vale do Sao Francisco;2020;15;1.04
Palmer - produtor;Vale do Sao Francisco;2020;16;1.15
Palmer - produtor;Vale do Sao Francisco;2020;17;1.28
Palmer - produtor;Vale do Sao Francisco;2020;18;1.55
Palmer - produtor;Vale do Sao Francisco;2020;19;2.38
Palmer - produtor;Vale do Sao Francisco;2020;20;2.88
Palmer - produtor;Vale do Sao Francisco;2020;21;3.20
Palmer - produtor;Vale do Sao Francisco;2020;22;3.25
Palmer - produtor;Vale do Sao Francisco;2020;23;3.15
Palmer - produtor;Vale do Sao Francisco;2020;24;2.92
Palmer - produtor;Vale do Sao Francisco;2020;25;2.40
Palmer - produtor;Vale do Sao Francisco;2020;26;2.23
Palmer - produtor;Vale do Sao Francisco;2020;27;2.55
Palmer - produtor;Vale do Sao Francisco;2020;28;2.53
Palmer - produtor;Vale do Sao Francisco;2020;29;2.59
Palmer - produtor;Vale do Sao Francisco;2020;30;2.42
Palmer - produtor;Vale do Sao Francisco;2020;31;2.12
Palmer - produtor;Vale do Sao Francisco;2020;32;2.15
Palmer - produtor;Vale do Sao Francisco;2020;33;1.96
Palmer - produtor;Vale do Sao Francisco;2020;34;1.68
Palmer - produtor;Vale do Sao Francisco;2020;35;1.67
Palmer - produtor;Vale do Sao Francisco;2020;36;1.72
Palmer - produtor;Vale do Sao Francisco;2020;37;1.64
Palmer - produtor;Vale do Sao Francisco;2020;38;1.31
Palmer - produtor;Vale do Sao Francisco;2020;39;1.33
Palmer - produtor;Vale do Sao Francisco;2020;40;1.26
Palmer - produtor;Vale do Sao Francisco;2020;41;1.07
Palmer - produtor;Vale do Sao Francisco;2020;42;1.15
Palmer - produtor;Vale do Sao Francisco;2020;43;1.16
Palmer - produtor;Vale do Sao Francisco;2020;44;1.06
Palmer - produtor;Vale do Sao Francisco;2020;45;1.08
Palmer - produtor;Vale do Sao Francisco;2020;46;0.91
Palmer - produtor;Vale do Sao Francisco;2020;47;0.68
Palmer - produtor;Vale do Sao Francisco;2020;48;0.51
Palmer - produtor;Vale do Sao Francisco;2020;49;0.57
Palmer - produtor;Vale do Sao Francisco;2020;50;0.63
